25808,L,4113-5685;334-5039;4295-7673;6285-5284;5788-5372;9814-8537;8530-1511;9291-8364;5114-1960;7931-2501
25809,L,6485-6431;5348-6199;330-8244;8378-279;2891-3958;7449-1468;4073-7503
25810,L,5837-5295;4034-8111;2227-8231;3976-6362;2567-9961;3303-1625;521-5382;2915-6443;9704-3591;3480-8224
25811,C,3408-30;40
25812,C,9058-1985;76
25813,R,2677-5601;3946-6957
25814,R,5523-8323;3539-1158
25815,R,5380-9955;2142-4052
25816,R,4232-2137;2033-5698
25817,C,7502-7998;53
25818,C,1089-8379;68
25819,C,9392-4601;64
25820,R,4389-8815;5036-6848
25821,C,1980-9941;76
25822,R,2874-2623;971-3710
25823,C,9617-2766;68
25824,R,6155-1880;266-9851
25825,L,6301-1942;7174-1646;7725-6297;8903-9498;6835-6593;6191-8820;9844-3032;6023-7358;3477-6168;6549-1219
25826,R,4937-8565;4062-760
25827,R,9014-161;4813-6197
25828,R,363-8953;7236-8000
25829,C,9930-8341;42
25830,R,9185-8899;1008-9511
25831,R,7512-1165;9574-366
25832,R,5059-2493;2297-4118
25833,L,7335-3223;7866-3420;9550-814;7842-6124;1661-1730;6113-4867;8672-3084;9384-7914;5331-2445;981-4291
25834,C,1649-2605;37
25835,L,9851-8815;5731-3670;4444-9047;2774-9481;4015-4589;3345-9781;7181-9384;6554-8891;8089-2440
25836,C,5987-8373;19
25837,C,1416-3648;95
25838,C,5230-796;64
25839,C,2432-2522;65
25840,C,2180-5510;10
25841,L,9218-3156;8126-812
25842,C,4380-4670;70
25843,R,5400-7433;556-641
25844,R,7110-405;234-8782
25845,R,3032-9571;8897-7988
25846,L,5930-5311;7673-6897;4007-4386;36-5765;2804-5060;2688-9129;253-4953;789-2673;7426-4045
25847,R,6646-8436;7949-616
25848,R,4642-7740;6618-7818
25849,C,4566-1080;70
25850,L,3532-3104;2989-1935;6873-3761;5795-882;1887-7464;9495-8793;5822-2285;4992-7120
25851,C,387-2168;41
25852,L,7992-9563;1432-962;1241-61
25853,R,9969-2385;5676-4540
25854,L,8470-7663;2519-5859;5171-7604
25855,L,7198-4274;8498-8320;5411-5952
25856,C,5302-2175;58
25857,L,1168-9600;7308-4947;5438-893;3162-491;27-4943
25858,C,6004-2335;67
25859,C,2180-9188;26
25860,R,5503-197;5933-5094
25861,C,6-3889;87
25862,L,6123-4909;6767-3643;2284-783;6908-2635;6361-2785;7065-3932;1444-5343;6568-6935;673-4982;1961-3446
25863,R,8335-6101;2503-8392
25864,R,4357-2616;4836-3133
25865,R,358-6030;1302-460
25866,C,517-4731;59
25867,C,4075-1792;38
25868,C,6707-4363;81
25869,C,7968-5482;94
25870,R,6972-4791;5105-9164
25871,L,6145-5601;4242-2368;6828-3367;6377-3952;7687-9334;8947-4063;989-3805;3440-9672;26-2592;4055-722
25872,R,4819-4677;6867-4676
25873,C,9415-9582;34
25874,C,3042-8024;17
25875,R,7368-9037;6118-8792
25876,R,6187-3403;9737-3970
25877,L,8415-5039;3342-4536;8771-1407;3480-508;8353-6912;2100-8420;3705-9830;7595-4343;1360-6788;6967-1577
25878,C,9976-2348;80
25879,R,7671-1473;9969-7614
25880,L,9111-306;7881-1857;3739-7162;3641-2342;6709-3959;5447-3409;7488-7998;9497-3493;1806-530
25881,C,9493-3435;29
25882,R,9957-9050;9306-9445
25883,L,3015-1895;4404-7444;7663-8858;4136-8288;5604-831
25884,R,1536-1715;2793-6415
25885,C,674-7159;64
25886,L,5835-140;1062-9163;5834-5701;9757-5036
25887,R,5817-5915;8509-2794
25888,R,6580-9182;188-7773
25889,L,1345-9017
25890,C,1119-3557;98
25891,C,43-2502;68
25892,R,3241-5229;3058-7707
25893,L,4688-2852;4977-2515;7846-7502;1987-838;49-145
25894,L,206-686;2779-5241;6033-4088;1326-8915;9328-1505;6881-4199;8423-3757;1101-3969;4113-6270
25895,R,3369-3909;7629-4774
25896,L,7801-6535;9657-5554;6316-6032;4658-6493;9274-545
25897,L,2984-9621;8970-6234;7313-3288
25898,L,1971-9583;6129-20;6215-2264
25899,R,3562-5104;3246-7712
25900,C,3303-9013;18
25901,C,9565-9679;89
25902,C,5061-6388;83
25903,L,1738-6235;1353-9075;7009-933;5664-1451;487-6491
25904,C,3360-6982;79
25905,R,2952-4805;3408-2202
25906,L,9132-5783
25907,L,1633-410;4662-4018;2201-8264;2757-6448;8164-3496;6475-1883;1750-7690;8992-879;6118-9367
25908,C,1666-7946;43
25909,C,8051-8340;85
25910,L,8787-6877;6856-5814;2887-8136;1429-2541;3434-7534
25911,C,1506-9650;64
25912,C,7407-6762;17
25913,R,9253-9685;1023-6661
25914,L,4755-4426;7246-6185;9843-4808;4615-8105;1688-221
25915,C,3951-6270;100
25916,L,7982-111;4263-7567
25917,R,3191-7014;5804-7536
25918,C,6576-6786;16
25919,C,6298-6187;21
25920,L,1944-9725
25921,L,1290-6529;2669-3605;3392-991;1238-5209;9208-17;5272-1699;7200-5223;3920-8679
25922,L,8365-9497;331-3252;5777-9084;5381-1175;1392-688;4950-4101
25923,R,3603-9735;1681-7705
25924,C,3559-2173;15
25925,R,4729-1536;3362-795
25926,L,3820-277;4919-5260;3701-7842;2427-6371;8737-599;7449-7697;9539-9534;5179-3086;5424-1958;3530-9941
25927,R,8571-3609;2945-1354
25928,L,9484-7213;9028-1333;5930-7269;4722-5181
25929,R,1888-8210;3466-8746
25930,C,3000-4628;38
25931,R,2482-3995;1806-7093
25932,R,7101-4705;6389-9443
25933,L,9224-9055;5479-4906
25934,L,386-5721;4571-7363;809-4174;3004-210
25935,R,2190-5244;3725-9985
25936,L,1234-8956;6950-2882;5953-1908;7827-6761;3674-9790;121-1959;7485-2158;6959-3211
25937,L,3209-856;9676-2890;5612-8449;369-77;6936-1016;9443-8209;7864-2284;284-7241
25938,R,2276-497;8135-659
25939,L,8228-7406;1432-5689;9977-7055
25940,R,551-8693;2822-786
25941,C,8180-9221;77
25942,C,6820-2393;80
25943,R,527-8258;9203-354
25944,R,939-2989;8861-7508
25945,C,2184-2887;80
25946,R,5751-632;2615-7541
25947,C,8604-935;23
25948,R,867-7333;9688-5443
25949,L,9573-9054;9196-2204;1749-4450;7624-5477;4097-6562;6341-987;4657-5255;7855-6524;127-9781;4237-6872
25950,R,3120-2430;1100-1482
25951,R,397-7403;419-8217
25952,R,1617-3691;7395-9731
25953,L,7739-5065
25954,L,3784-7537
25955,R,9086-9462;1583-7603
25956,R,5005-5805;7359-8909
25957,R,2655-2807;1210-9323
25958,C,9690-642;79
25959,R,2717-5842;843-2692
25960,L,1802-4825;1679-791;4086-4414;7076-7751;7434-8210;4455-3693;7352-9178
25961,R,4722-35;9216-8206
25962,R,4020-8225;9089-4822
25963,L,3453-5777;5185-7773;4625-1852;6994-1386;4795-1571
25964,L,9969-3201;10-4450;1590-9089;1466-5117;3663-8066;2346-1056;9359-352
25965,C,3063-5183;82
25966,L,4486-3813;5441-8920
25967,C,1659-6986;60
25968,C,8459-2915;12
25969,R,775-4631;8198-1985
25970,R,1027-6673;5873-2494
25971,L,9568-9570;1796-6835;1796-8855;2133-8777;6872-5808;3754-3721;1511-2089;906-681;8692-6144;2009-4140
25972,L,2802-9522;9320-4129;9060-2847;5211-5628
25973,R,9098-6902;5319-6150
25974,C,8926-3223;25
25975,L,6454-2758;976-3347;9612-3894
25976,L,8328-1233
25977,R,4390-2463;1776-5007
25978,L,5431-5176;3187-3655;70-9595;1213-3664;5804-7139;7743-9628;2020-1053;8869-917;2019-6839;7361-1901
25979,L,1799-5718;3256-6551;5281-7334;3002-9427
25980,L,5436-831;3811-8861;5264-4738;1987-6281;9509-7659;8784-4800
25981,R,8219-3752;5642-906
25982,R,8525-9387;9273-1837
25983,R,4441-7879;7076-2769
25984,C,8803-764;28
25985,R,4023-6146;1152-7752
25986,L,746-1870;1796-2632;6869-5937;7885-5984;139-4403
25987,C,8036-1216;83
25988,C,3569-4006;50
25989,R,5647-8141;8480-7734
25990,C,7594-608;55
25991,L,9985-8100;3943-217;8920-1986;4677-3916;3566-515;4146-668;410-2173;4671-5174
25992,C,2984-2172;43
25993,C,5957-942;81
25994,L,7527-3891;1028-2714;7189-8790;8910-137;6164-7651;9824-4430;708-5675;2870-5931;3452-2456
25995,R,3701-2774;1319-7999
25996,C,1134-715;71
25997,C,1253-6343;32
25998,C,6143-8699;79
25999,R,7327-6897;8886-7965
26000,R,3088-5675;4713-5528
26001,C,9838-6307;42
26002,L,9436-5910;2842-6130;3803-8478;1142-720;2942-3489
26003,R,9380-8563;2725-343
26004,L,978-1948;7353-2210
26005,C,6734-1853;31
26006,R,1804-5619;657-1924
26007,R,9057-1217;6884-840
26008,C,2480-1545;12
26009,L,3108-8110;5441-6912;999-7748;2064-4631;4333-72;8816-9011
26010,R,8760-9925;1539-2936
26011,L,2731-5429;8803-4154;9544-326;7059-9992;7431-1314;2419-4235;595-2569;1618-9109;3319-5676
26012,C,8567-569;85
26013,C,2386-2150;57
26014,C,2768-3075;50
26015,R,504-7376;8413-3937
26016,C,6590-8388;91
26017,L,2372-1644;4592-7675;419-3670
26018,R,6795-6416;179-9426
26019,L,933-8449
26020,R,6654-7632;2989-8005
26021,L,1220-1069;9090-4594;3282-3993;8028-7995;1198-6345;6352-854;1781-5632;1095-2652;1810-5895
26022,C,6078-129;44
26023,R,8464-8921;257-8743
26024,R,5827-1042;5230-6228
26025,C,5352-8309;82
26026,L,8901-4063;2430-7488;5095-9120;3552-8162;493-3930;1188-8815;3093-1208;3292-2080;327-8479;5189-739
26027,L,73-8245;3643-2646;9688-600
26028,C,4881-3818;58
26029,L,5625-4134;6370-6068;2476-6730
26030,L,8697-5968;9347-5617;941-8610;6221-8755;6877-1559
26031,L,4156-1835;5460-8727;8702-5069
26032,C,5913-2458;31
26033,C,1594-3151;46
26034,L,9450-2309;4817-3685;5677-784;1151-4126;7720-1663
26035,R,8688-8510;8842-9176
26036,C,7522-5533;34
26037,L,3775-6806;5079-1624
26038,L,2257-5076
26039,C,8412-7947;57
26040,C,3568-8780;92
26041,C,1032-8212;19
26042,C,4435-2972;95
26043,C,9168-4574;27
26044,C,4877-2265;53
26045,L,8140-451;696-7802
26046,R,1659-8702;4524-4586
26047,R,6307-5005;9664-3332
26048,R,5407-2913;5927-1836
26049,L,441-7369;3705-4598;3427-8974;5436-4964;9665-5366;1981-3523;8704-1120
26050,R,956-8454;8149-8983
26051,L,9625-2730;5047-7789;8392-7237;3073-9072;4780-8792;1063-2769;2074-3034
26052,R,8322-529;3436-5584
26053,C,5967-1832;25
26054,L,7592-9901;9964-6434;5297-7610
26055,L,179-7059;2092-2122;4379-1785;1976-784;2369-5717;3075-9305;7851-9207;8938-2193;321-8214
26056,R,3870-2762;7822-3449
26057,L,9190-9330;1176-8430;7413-6682;7950-7739;8797-9540;9902-8265;7958-668;8569-5023;966-429
26058,C,3191-1356;95
26059,C,5683-9272;70
26060,R,4137-2979;8483-4210
26061,R,5450-546;3687-1538
26062,R,4523-9749;9330-475
26063,R,8449-2675;6698-2382
26064,C,4410-4456;78
26065,L,617-6789;589-2443;9117-2537;8009-269;4978-5965;3575-1341;6704-9527;1567-1195;6806-6992;3663-8933
26066,L,42-6145;6831-3694;6705-9233;7263-1982;782-7541
26067,R,7631-9822;1403-8673
26068,C,3435-2035;35
26069,C,8856-618;46
26070,L,3176-581;8612-1269;1688-9811;9703-6777
26071,C,8035-26;46
26072,L,6619-3396;1184-1095;811-8883;1752-6798;7300-2816;4546-2330;9123-7706
26073,L,4108-6373;157-6277;2312-2125;1448-5751
26074,C,1801-5095;53
26075,C,4686-5660;71
26076,L,5709-6836;2784-5129;6480-6125;7325-4952;901-8141;7723-5193;6330-1860;4767-7879;9287-1529;5320-5032
26077,R,4204-6357;3814-8620
26078,R,8703-9939;9578-5143
26079,C,6309-6452;26
26080,C,5426-6708;78
26081,C,7964-9275;97
26082,L,420-6177;4292-6997;4263-6415;4076-8522;881-6643;2440-757;9349-1706;3580-6320;825-1632
26083,R,6140-8398;1549-6995
26084,C,589-5750;63
26085,C,208-7847;70
26086,R,1407-3673;2995-6119
26087,C,1372-7412;25
26088,L,2203-2970;8184-6999;1476-4478
26089,C,9240-9692;50
26090,L,7798-8999;812-4907;8402-2811;2185-2391;2554-3288;456-6734;6245-7651;8499-7352;9504-8569
26091,R,3651-941;753-8387
26092,R,8619-7241;5991-2391
26093,C,9333-9242;66
26094,R,5037-2091;4126-8551
26095,C,7129-2839;22
26096,C,8330-2625;90
26097,R,7715-8230;379-9600
26098,C,2298-3992;47
26099,R,2918-4242;5805-6722
26100,R,4582-5829;9619-9330
26101,L,9858-2643;3222-3341;6562-230;5568-3608;2757-5868;4673-7079;2449-2834;5675-4823;6704-6188
26102,R,4612-958;2203-6195
26103,C,3551-2657;23
26104,C,9858-2329;12
26105,C,8413-1429;23
26106,L,9027-8773;1851-5081
26107,R,9453-3067;2604-4315
26108,C,7388-8181;44
26109,L,5689-6063;8056-7676;4096-7610;5663-540;9193-7787;6104-1537
26110,L,4442-7234;4917-460;1765-8742;1371-4818;8497-2913;3179-1311
26111,C,2626-3872;35
26112,R,441-8324;3400-8016
26113,L,1775-9297;2546-3075;270-9185
26114,L,1080-2364;6828-6521;5778-7043;7815-6489
26115,C,8282-2349;63
26116,L,6535-3571;2560-8790;3592-3004
26117,C,5447-8102;69
26118,C,5692-5879;21
26119,R,6586-463;4073-3043
26120,C,8559-676;99
26121,R,6381-744;5565-8094
26122,C,4306-4454;33
26123,C,2113-4139;69
26124,C,1630-4245;84
26125,L,3691-6666;1492-3336;3733-4690;3629-9298;4047-3655
26126,R,1719-6283;3523-4472
26127,C,8747-9008;29
26128,R,5250-5305;2370-6367
26129,C,4486-8214;67
26130,C,2165-3564;21
26131,C,2669-2395;48
26132,R,1493-3320;66-7510
26133,L,7690-196;5807-8562;1675-4739;3406-6315;3057-3095
26134,R,4111-2223;9137-2035
26135,R,1197-7748;8343-7649
26136,C,8292-3404;50
26137,R,4205-9337;4984-4246
26138,L,5236-6228;5116-5624;5822-5061;4201-9551;9639-6136;7603-345;93-2936;9049-7385
26139,C,7033-6142;43
26140,R,7928-7471;9141-3480
26141,L,5842-8260;3586-1683;6481-2031;3875-1931;7174-8268;986-2752;8963-6377;5117-2598;514-7740;7032-2047
26142,R,9300-2522;3112-7879
26143,C,1305-3612;56
26144,C,4397-2443;58
26145,C,9971-4814;27
26146,R,2639-2304;5198-9789
26147,C,953-2843;74
26148,C,3751-4726;92
26149,L,2337-4479;8927-2189;1665-8972;6832-7646;9215-1354;5944-7313;794-5750
26150,C,5719-5325;86
26151,L,9340-8199;5875-4261;3222-5616;2083-3092;2979-6321
26152,R,7141-21;8640-2238
26153,L,5240-1121;2679-3587;5957-8220;5889-20;2891-3445;4890-2116;5663-1895;4966-1314;6431-8626;6090-4051
26154,L,6554-3440;854-3041;7705-7209;1904-1965;2115-7636;6653-1860;2302-7417
26155,R,3148-795;9398-990
26156,R,4128-8430;2249-5263
26157,R,1902-27;136-267
26158,L,9927-9587;9026-9453;4842-923;2998-2998;595-4500;6900-2098;4779-8785
26159,R,833-51;3799-7999
26160,L,1622-2327;707-5992;1343-4294;5767-4695;6462-5331;9293-7711
26161,C,5016-72;55
26162,L,3077-1132;2614-8827
26163,L,2013-5813;7492-6619;3509-8701;5891-8015
26164,C,4951-5599;62
26165,C,244-1566;19
26166,R,5187-2198;7568-3409
26167,R,9361-7108;5122-4865
26168,R,8980-9357;3530-6160
26169,C,6636-9363;87
26170,L,374-1526;583-5563;94-885;4673-1101;3953-9797;7807-4451;9536-4137;4597-3588;3666-5210;4226-3552
26171,C,4044-4163;90
26172,R,7214-3792;8191-9830
26173,C,9036-2236;89
26174,C,4683-5849;34
26175,L,6558-9088;7178-2431;4399-4517;562-4391;3270-8678;5372-7167;8266-8767;5344-8059;2078-145;3152-9564
26176,R,2072-4340;7140-649
26177,C,1913-2061;59
26178,L,4804-9175
26179,C,2344-679;58
26180,L,3379-5816;3306-7208;6692-8597;8432-4477;6583-8918;2600-2910;6406-9597;1689-1696
26181,R,8962-9752;2328-1744
26182,L,5826-4531;6365-5995;7143-8887;2810-4186;6850-3632;8100-21;450-4991;1233-9577
26183,R,4212-6010;6193-4655
26184,R,4098-9466;7037-1050
26185,L,366-714
26186,L,5255-3418;5469-5581
26187,C,9808-5869;17
26188,C,66-4624;22
26189,R,9620-5464;3337-8642
26190,L,6912-4012;3068-4262;8476-9037;4989-3365;7783-4486;1047-4826;2707-7861;90-244
26191,L,3030-8874;5291-9645;5913-5558;9667-5118;4501-3036;2829-2136;3744-9238;1274-9514
26192,C,3233-9896;11
26193,C,8281-8846;16
26194,L,9048-1834
26195,L,6878-596
26196,C,553-6172;28
26197,C,3258-8927;31
26198,L,2965-4142;1178-4163;8992-3523;4254-755
26199,R,4959-1972;4709-3321
26200,C,7180-6622;30
26201,L,1868-8307;901-1202;3893-3917;8300-7078;7804-4366;1448-9740;9614-5776;1601-5621;9381-413;3607-4171
26202,L,4780-1697
26203,R,5000-5461;6196-4726
26204,C,3995-9411;79
26205,L,7489-3416;7495-8561;4507-1085;8972-7069;4260-3703;7538-1878;9719-3289
26206,R,3684-2082;9679-7600
26207,R,2642-7017;5291-2471
26208,C,3963-2369;83
26209,L,3341-1306;3686-4959;7443-7378;9948-674;1705-2386;717-1302;5152-5682;205-7602;5851-6549
26210,L,1091-4145;3914-7388;6809-1900
26211,R,768-6501;7185-6821
26212,C,2660-9757;10
26213,C,7423-479;17
26214,C,2623-2564;57
26215,R,2429-5530;3807-5966
26216,C,4951-694;16
26217,C,6350-5021;86
26218,R,4074-9396;9545-7209
26219,L,2366-2922;5826-4944;9295-7226;3194-6985;5512-6936;2539-7574
26220,C,5812-8416;92
26221,C,4321-4782;12
26222,R,9383-6358;619-1678
26223,C,203-2230;76
26224,C,3575-7662;84
26225,L,3876-9209;180-8844;2622-7633;7327-2825;1285-8679;3290-7055;7957-3184
26226,C,3282-3967;48
26227,C,726-9988;88
26228,C,5822-6669;69
26229,L,5380-2955
26230,L,1317-8793;8380-2030;9789-7799;566-5945;2823-8591
26231,R,2762-2555;412-1225
26232,L,9381-8594;692-6269;92-4220;5609-561;236-9493;4239-9336
26233,R,4886-2380;1496-6724
26234,L,9673-9299;2544-8213
26235,L,5301-5354;4430-6542;3589-3539;5284-6618;332-3914;8823-7137;9528-5711;2993-9918
26236,R,4667-3669;7144-1191
26237,L,4556-5474;930-505;7798-5963
26238,L,9930-3924;5581-3677;1518-9810;2259-3712;3817-6624;8801-4215;8148-776;9572-9099;9219-5935
26239,R,2234-5959;7921-9116
26240,C,2537-5084;43
26241,L,2975-5299;5586-3052;7398-9427;1875-633;8588-1473;6314-7462
26242,L,9057-7382;6552-899;1544-2778;8983-676;3682-6748;6621-6467;5867-86;4096-9696
26243,R,4614-7547;7576-9449
26244,R,7772-5180;2523-1226
26245,C,7379-793;93
26246,R,2646-6423;6379-1474
26247,L,8496-3607;5462-6070;5279-4963
26248,C,9162-358;26
26249,C,3037-1041;53
26250,L,8155-4642;7656-6814;9284-9348;6034-9541;9654-9052;9919-9494;9608-704
26251,R,5746-3193;6675-1298
26252,R,6738-4396;3846-9637
26253,L,4816-3277
26254,C,5042-1431;50
26255,R,941-995;2656-2618
26256,C,7725-7452;85
26257,R,8867-5362;5792-306
26258,L,5835-7153;573-9074;5507-7532;4537-6970;6988-4645;8354-1649
26259,R,710-3346;976-1431
26260,C,4425-151;69
26261,C,1327-9005;25
26262,L,512-3593;6626-3053
26263,R,2732-3053;6728-3290
26264,L,921-8454;7035-355;8501-9671;8617-507;6367-1934;4311-3833
26265,C,5298-8485;31
26266,C,1057-5101;75
26267,L,2228-6123
26268,L,6226-3987;483-968;7170-2557;9795-7207;7601-839;4237-1711;3902-9280;3082-1498;1710-8481
26269,R,1626-5508;9170-9947
26270,C,4679-3618;42
26271,C,2670-7768;55
26272,C,9950-7535;59
26273,L,5480-4575;7029-6276
26274,L,1863-2456;5641-9984;7795-4169;3283-9444;9274-4145;2294-7692;4422-5629
26275,R,2931-8410;2675-1632
26276,R,2743-5529;5553-2989
26277,L,7955-2090;1164-6920;747-7786;6368-4337;8569-576;5489-1969;7556-2638
26278,C,9905-7340;100
26279,C,9975-5732;54
26280,L,6595-2530;2075-1471;4294-1330;6626-7173;7011-6003;9991-8969;6037-2624;4278-5843;8602-4724;6605-100
26281,R,5106-9455;6067-4931
26282,C,3190-8385;63
26283,L,8663-5557;7597-7989;9113-8925;6222-2613;4988-1034;2965-3640;7003-3010
26284,L,2129-8186;4040-5644
26285,R,9123-7333;6341-6800
26286,L,6263-3362;3423-7801;3802-9561;8635-2299;7625-2487;3510-623
26287,C,9452-8253;69
26288,R,9183-9574;5688-2643
26289,C,4673-6232;66
26290,L,3401-3711;7959-7663;367-7149;320-6392;2270-8396;3114-700;7442-1278;688-5271;8294-331
26291,C,8875-1808;35
26292,R,3189-2474;5888-8160
26293,R,1695-4239;8069-2488
26294,R,661-7480;3486-2327
26295,C,6707-4631;99
26296,R,9471-6873;6532-1852
26297,R,9616-6488;3869-1045
26298,C,5397-6973;22
26299,R,6663-5677;2388-4986
26300,L,2159-439;4372-3164;8046-4842;9890-5527
26301,C,589-6407;36
26302,C,9353-4518;63
26303,L,9437-2380;4233-3434;800-4535;4037-700;246-7110;9138-1156;8073-8529
26304,L,5751-7495;6691-2099;3975-6324;3840-9145;7262-7403;8413-2897;8191-6601;1442-4849;1693-4409;4142-6947
26305,R,6089-2636;3981-1807
26306,L,8820-9739;7606-4108;6101-4034;4995-6460;8770-7767
26307,C,9989-914;61
26308,C,8474-4148;57
26309,L,7039-8433;8408-8930;8655-3662;1095-6573;8129-4630
26310,L,9319-7048;1980-2897;3237-4265;9300-371
26311,L,1383-3761;9464-7676;5078-9647;5919-1465;3343-878;1935-961;7741-932;4243-3798;6932-8591
26312,C,1809-7285;49
26313,L,6198-9811;4653-9360;769-5074;9619-6736;2127-4197;8860-5011
26314,R,3486-5948;278-4878
26315,L,2058-5306;9757-9667
26316,C,1832-4169;44
26317,L,6359-3890;849-3357;8463-6670
26318,L,9774-8396;8984-8033;5219-2088;6007-2638;3994-208;4709-7196;6816-7382
26319,R,7198-4682;4133-4414
26320,L,8603-8418;3559-3691;1706-78;4689-971;7224-5248
26321,C,2835-6688;91
26322,L,566-7778;4918-7529;3301-2446;9632-2085
26323,R,4672-1929;4755-5337
26324,L,2775-5885;5836-545;6643-8856;2097-7825;7183-7159;5802-3259
26325,L,7671-3273;764-8053;5756-1654;4730-9612;1852-3565;2604-7613;7236-8931
26326,R,7891-4466;7597-2639
26327,R,9039-3231;6544-4094
26328,R,8953-4534;6863-1823
26329,C,4832-1428;88
26330,R,3837-2844;8531-2635
26331,L,6359-4928;7672-6739;7135-2942
26332,C,8365-505;72
26333,R,3988-967;4240-6824
26334,R,1828-3733;9537-9193
26335,R,9386-835;152-2670
26336,R,1169-1838;4628-4174
26337,L,9690-8317;9059-815;1006-9812;8554-1484;1545-9329;5318-3271;5476-3075
26338,L,377-5521;1055-9993
26339,R,6423-4374;2160-5877
26340,R,7929-2089;5488-1951
26341,C,2197-2888;17
26342,R,8183-1159;5300-8918
26343,C,4133-2892;47
26344,R,2275-896;5366-355
26345,R,2320-1297;8985-5803
26346,L,7242-4206;2587-2954;5306-2773;1977-3266
26347,R,1857-4607;4244-2683
26348,L,3105-9127;3887-3764;9987-7332;9196-378
26349,L,6777-3857
26350,R,7114-9654;4726-8406
26351,C,6884-1960;91
26352,L,5161-966;6447-4849;5910-342;361-7138;575-4440;2323-7159
26353,L,4998-8317
26354,R,227-259;2502-8727
26355,R,2740-9801;6221-4262
26356,C,1164-1103;100
26357,R,7632-1132;1531-5248
26358,L,1305-618;1832-90;2229-9747;3742-9671;7701-9904;3047-8170;587-9223;7808-9192;1688-8169
26359,L,7937-3423;1582-7997;5730-714;2557-2407;7712-25;2887-6362;637-8280;7155-7462
26360,C,906-7517;80
26361,C,8907-4283;82
26362,R,8906-6326;7990-999
26363,L,6260-3462;6253-6568;8465-1983;6369-4724;1625-4064
26364,R,9811-2029;9971-4936
26365,R,5237-5631;998-2775
26366,C,5262-6101;26
26367,R,2582-1612;3672-8443
26368,L,6778-5625;5449-9750;2347-1551;3513-2777;5969-2242;9244-1305;5963-7677;5704-6921
26369,L,8392-5538;4361-7499;1212-4178;2873-2763;5318-6196;2927-646
26370,C,2958-9979;82
26371,R,8927-4257;3657-7796
26372,R,5700-6124;7004-3596
26373,R,1518-5483;1664-1212
26374,R,5192-5769;2720-4545
26375,C,229-3401;90
26376,L,5849-5479;5693-1893;9779-6429;8202-2194;2153-2859
26377,R,6190-233;3172-1686
26378,C,3442-6838;75
26379,R,3980-3198;8989-2700
26380,C,2295-3399;28
26381,C,4016-6040;58
26382,C,8830-5676;51
26383,L,9831-6671;9198-8664
26384,R,5180-9265;8042-2112
26385,C,10-730;35
26386,C,2992-4931;88
26387,L,873-4855;8964-3399;4065-5152;7434-6118;7411-7027
26388,R,2401-8801;7508-6148
26389,L,4771-130;240-9761
26390,R,9933-9210;7386-7119
26391,L,7165-9938;4458-1134;7017-7584;6781-8969;9748-4908;2925-201;3919-576;4954-8019;7852-4147
26392,L,6362-3392;3757-7508;3679-3315;8074-5211;6856-7708;6623-9257;3060-5334
26393,L,8411-7076;5613-8913;5862-4703;7828-8102
26394,L,5865-8752;5757-1181;5823-1940;1923-3810;6681-6364;953-413;4452-5545
26395,L,7316-8604;7875-6560;6266-7035
26396,R,9969-1665;6957-6962
26397,C,5165-4562;100
26398,C,2664-7026;50
26399,L,1760-8823
26400,C,2208-4175;100
26401,R,5725-8555;6929-8832
26402,L,9617-8966;8752-5924;1244-790;1036-2016
26403,C,6773-8844;20
26404,C,3109-2551;26
26405,L,2056-6631;2796-4755;8638-9827;2851-8882
26406,R,920-6968;921-2994
26407,C,8616-2970;98
26408,L,6105-3754;7550-451;9685-7662;445-7681
26409,R,9926-2267;9175-5421
26410,C,6536-70;22
26411,L,2618-789;5998-7933;456-8399;9065-4186;8261-5576;7246-8202;4796-9684;9749-5361;9573-792
26412,R,5070-8838;4049-5199
26413,R,8319-6801;271-3366
26414,C,6787-5239;55
26415,L,6537-926;6430-2539;2320-7212;6228-4303;1180-3054;7260-5773
26416,R,4116-4378;6004-3396
26417,C,1434-9980;59
26418,C,341-65;60
26419,L,6112-1634;7055-5207;4908-905;4651-7331;4326-649;9877-287
26420,C,2529-9981;33
26421,C,5744-342;49
26422,R,7243-9239;4589-1261
26423,L,8897-9136
26424,L,1885-9844;8140-8384;3655-8984;3575-8624;1450-7741;9054-384;4006-2149;2002-9228
26425,C,8338-740;61
26426,L,6384-1931;39-9888;5243-4886;4897-2446
26427,R,6175-4212;7241-1379
26428,C,8488-4770;99
26429,L,9436-567;9680-5481;6355-1212;2788-2264;1638-3643
26430,C,4086-7099;54
26431,C,109-7923;68
26432,R,557-5139;2763-8682
26433,R,6309-2555;1784-6095
26434,R,6155-289;2564-3720
26435,L,3702-9438;7143-6340;2321-6014;4272-3456;1622-9950;7916-4025;7977-2031;9553-3781;3023-7414
26436,L,7270-2787;2492-9213;1210-463
26437,R,4750-9371;2004-9322
26438,L,5615-49;4921-9003;3188-4746;2877-1273;3197-9099;7829-803;5772-6198
26439,R,7731-623;7630-6420
26440,L,7450-9427;6291-2323;5900-5292;5803-6972;9743-3356;3496-1778;4797-343;2860-5532;368-1612;8944-8994
26441,C,2382-5830;51
26442,L,170-5853;8545-8231;4097-2630
26443,R,4128-883;5760-2002
26444,C,9054-3473;92
26445,R,6260-644;5577-169
26446,L,8350-1429;2920-3276;4015-9374;7001-2342;9046-2575
26447,C,3648-9213;19
26448,L,6838-8892;364-1800
26449,C,8883-2172;41
